,User_Id,Post_Description,likes,comments,labels,eng_score,engagement_score
334,Photo by @florianschulzvisuals ," It was the mighty grizzly bear that inspired me to work on my long-term conservation story """"Freedom To Roam"""" on linking wildlife habitat along the Rocky Mountains. Grizzly bears are a true symbol for wilderness. Thirty years ago there were less than 150 grizzly bears left in the Greater Yellowstone area. Thanks to strict protection under the Endangered Species Act numbers of the iconic bears have recovered since then from near extinction to more than 700 individuals. This recovery, however, led to Trump administration to de-list the species from federal protection resulting in Wyoming and Idaho to issue trophy hunting licenses for as many as 23 bears.Just two days before the sports hunt of grizzlies in the area would have started this fall, federal judge Dana Christensen ordered that the grizzly bears kept their protection status.Less than 2,000 grizzlies call the Lower 48 states their home today, compared to more than 100,000 in historical times. Let give the surviving bears some space. Their habitat has been strongly fragmented, so the remaining bears are distributed over several island populations. Bears are facing increased pressure from the effects of climate change, like the loss of important food sources like whitebark pine seeds. It is essential to continue to work on restoring bear habitat, creating wildlife corridors and reconnecting the Yellowstone bears with the other populations of the Lower 48. That would allow for a true biological recovery so that those powerful animals to continue to roam the heart of the Rocky Mountains.",338465,798,"['polar bear', 'mammal', 'fauna', 'bear', 'wildlife', 'polar bear', 'grizzly bear', 'water', 'arctic', 'carnivoran']",0.09248418402182021,High
335,Photo by @hammond_robin for @onedayinmyworld ," Rohingya children dance at a wedding party ÂÃÃ a brief distraction from their difficult lives.//A year ago ÂÃÃethnic cleansingÂÃÂ perpetrated by the Myanmar military against the Rohingya sparked a massive refugee crisis. Nearly a million Rohingya ÂÃÃ those who escaped the flames and executions ÂÃÃ are now living in camps in Bangladesh. Many of them were raped, most saw loved ones killed, thousands arrived wounded. All are traumatized. Here, in this impoverished corner of Bangladesh, is one of the most densely populated areas of PTSD affected and depressed people on earth.//#inmyworld is designed to expose the challenges faced by people living with #mentalhealth issues and give them the chance to be seen, heard and valued. @witness_change is a nonprofit that aims to improve life for excluded groups by amplifying their stories. This work was made in collaboration with MÃÂ©decins Sans FrontiÃÂ¬res @doctorswithoutborders who provide mental health support to the refugees and local population. To see more or to share your own mental health story please follow @onedayinmyworld",156222,508,"['temple', 'ritual', 'event', 'performance art', 'girl', 'performance', 'performing arts', 'crowd']",0.04348806710104516,Low
336,Photo by @beverlyjoubert ," A red-faced lion means that the pride has been successful in hunting. The Tsaro Pride in the Okavango are currently completely focused on hunting for red lechwe in the swamps. While lions are generally known to be predators of the night, these cats are getting up later and later in the day to hunt in full daylight and @dereckjoubert and I have watched them successfully taking down lechwe in water at high noon. The hunts may take time in the relatively open plains but the water keeps the lions cool in the heat of the day and their muscles have long adapted to running through the swampy landscape, building their forelegs and chests impressively. The cubs have now eaten their fill but the pride is large and those rounded pupils in yellow eyes will soon refocus intensely on their next meal and the hunt will be on once again. #ThisIsMytrophy #OkavangoLions #SwampCats #BigCats #DubaPlains #TsaroPride",403219,932,"['wildlife', 'terrestrial animal', 'mammal', 'fauna', 'wilderness', 'organism', 'big cats', 'snout', 'whiskers', 'grass']",0.11007087374349075,High
337,Photo by @andreabruce ," LÃ_ ThÂÃÃ XiÂÂ¼Ãn, cooks for a party with her grandchild in the ethnic Thai minority village of Na Tau in northern Vietnam. Five villages in Na Tau have made great efforts to stop open defecation and achieved a goal of 100 percent of households having their own latrines. Ten years ago the government of Vietnam made a strong effort to improve the sanitation situation of its residents. I traveled the country last year to document their way of life for National Geographic magazine's story on open defecation. #vietnam #sanitation @noorimages",132613,264,"['darkness', 'temple', 'night', 'girl', 'recreation']",0.03595688356090896,Low
338,Photo by @ivankphoto ," A trail behind Mission La PurÃ_sima ConcepciÃ_n leads to the top of a hill overlooking the agricultural fields near Lompoc, CA. The Franciscans established the mission in 1787. The site was originally used by the Chumash, who called it Algsacpi.#ElCaminoRealdeAltaCalifornia",364532,681,"['tree', 'wilderness', 'sky', 'path', 'morning', 'landscape', 'savanna', 'plant', 'national park', 'forest']",0.09858342031545991,High
339,Photo by @andreabruce ," Deep in a New Delhi slum in India, this family allowed me into their home for the National Geographic story on open defecation and sanitation. The couple's son was studying for a business school entry exam in their crowded home. The slum had no working toilets at the time. India is focusing on supplying ""a toilet for every Indian"" by 2019, making proper sanitation its goal. #india #sanitation @noorimages",131026,1002,"['human', 'temple', 'girl']",0.039777161260533225,Low
340,Photo by @stevewinterphoto ," A leopard cub making one of his first attempts to go DOWN a tree where his mother stashed a impala.There are nine sub-species of leopards on earth, occurring from the southern tip of South Africa's Cape mountains to the island of Java in southeast Asia. The leopard can live in true deserts, tropical forests and even in the Russian tundra where it drops to below 10 degrees celsius! The biggest threats facing leopards in Africa include the illegal skin trade, wire snare poaching and human-leopard conflict. This was shot while on assignment for National Geographic Magazine (Dec 2015 issue) with. National Geographic launched the Big Cats Initiative to raise awareness and implement conservation action for big cats.Forests provide us with up to 50% of the oxygen we breathe - oceans the rest.Forest, grasslands and mountains give us 75% of the fresh water.If we can save the forest of the Amazon and other areas in Central and South America for the jaguar and Puma. The forests of Central Africa for the leopard, lion, elephants etc. And the forests of South Asia for the Tigers and Leopards. If you save the top predator in any ecosystem you save everything that lives with them.So if - We Save Big Cats we can help Save Ourselves.follow me @stevewinterphoto to see more images and thanks!@natgeo @thephotosociety @natgeocreative @eiainvestigator #leopardsÂÃÂ¬#photooftheday @africanparksnetwork  @sanctuaryasia",853153,2676,"['leopard', 'wildlife', 'terrestrial animal', 'mammal', 'fauna', 'jaguar', 'big cats', 'carnivoran', 'cheetah', 'organism']",0.23693162650758384,High
341,"Apollo 11 on the launch pad in July, 1969. // #sponsored by @firstmanmovie // Photo by Otis Imboden who shot 13 assignments for National Geographic including this image published in the December 1969 Apollo XI issue. The original caption read: ""In the play of searchlights, Apollo 11 gleams on the pad like a giant star sapphire.Ã¥Ã Mirrored on a lagoon and reflecting on a car roof in foreground, the rocket thrills some of the half-million launch-watchers who throng beaches and campgrounds."" Otis had hardly joined the National Geographic staff in 1961 before he was detailed to cover the space program at Cape Canaveral - an assignment that lasted the better part of a decade.Ã¥Ã Imboden won the Apollo Achievement Award for his efforts and went on to photograph drowned galleons, the Everglades, ancient Maya ruins, and experimental sailplanes before retiring in 1986. // Experience the impossible journey to the moon. Ryan Gosling is #FirstMan. In theaters and IMAX October 12.",,171532,406,"['reflection', 'water', 'night', 'sky', 'light', 'atmosphere', 'lighting', 'darkness', 'daytime', 'horizon']",0.04687947357120916,Low
342,Photo by @PaulNicklen ," On an island off British ColumbiaÂÃÂªs coast, a female coastal wolf relaxes in the intertidal zone. She waits patiently as the waves move further and further out to sea, exposing the fruits of the ocean. These wolves feed primarily on seafood such as mussels, clams, barnacles, fish, and sometimes even seals. #FollowMe at @PaulNicklen for more photos of Canadian wildlife, as I make my way up the British Columbia coast over the next couple of weeks.",687770,2390,"['wildlife', 'mammal', 'wolf', 'fauna', 'coyote', 'jackal', 'dog like mammal', 'snout']",0.19233740324366247,High
343,Photo by @nickcobbing ," An Arctic tern lands on an iceberg off the coast of Svalbard. The birds were feeding their young when this picture was made last month, right now they will be leaving the Arctic to migrate south for their 'second summer'. Arctic terns are famous for their epic migration (the longest of any bird) and for the fearless way they attack predators approaching the colony. Other birds will often choose to nest near Arctic tern colonies, using them for protection against predators. Watching them through my lens this summer, I would describe them as a small bird with a lot of strength and ÂÃÃ·attitudeÂÃÂª.#arctic #birds #ice #wildlifephotography",446215,1267,"['sky', 'arctic', 'nunatak', 'flight', 'snow', 'mountain', 'glacial landform', 'bird', 'ice', 'wing']",0.12315922309133324,High
344,Photo by @edkashi ," A young man focuses on his phone along the water as commuting boats cross the Yangon River behind him at dusk, Yangon, Myanmar, Feb. 21, 2017. #travel #onassignment #technology #myanmar #yangon #commute #river #dusk #sunset #edkashi",161927,588,"['water', 'boating', 'sea', 'river', 'recreation', 'vehicle', 'watercraft rowing', 'tree', 'boats and boating equipment and supplies']",0.04542859812783186,Low
